name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;potential;value_euro;wage_euro;preferred_foot
A. Trajkovski;Aleksandar Trajkovski;9/5/1992;26;154.94;78;CAM,LW,CF;FYR Macedonia;70;73;2200000;3000;Right
B. Myhill;Glyn Oliver Myhill;11/9/1982;36;190.5;92.1;GK;Wales;70;70;425000;9000;Right
I. Dia;Issiar Dia;6/8/1987;31;172.72;69.9;RM,ST;Senegal;70;70;1600000;9000;Right
Saúl;Saúl García Cabrero;11/9/1994;24;182.88;71.2;LB;Spain;70;77;2100000;5000;Left
M. Zimmermann;Matthias Zimmermann;6/16/1992;26;152.4;76.2;RB,CDM;Germany;70;73;1800000;15000;Right
F. Bellugou;François Bellugou;4/25/1987;31;187.96;74.8;CB,CDM;France;70;70;1200000;4000;Right
C. Gardner;Craig Gardner;11/25/1986;32;175.26;81.2;CM,CDM;England;70;70;1500000;16000;Right
M. Mancienne;Michael Mancienne;1/8/1988;31;185.42;86.2;CB;England;70;70;1300000;5000;Right
Kim Seung Dae;김승대 金承大;4/1/1991;27;175.26;64;CM,ST;Korea Republic;70;70;1800000;5000;Right
Lionn;José Lionn Barbosa de Lucena;1/29/1989;30;185.42;76.2;RB;Brazil;70;70;1300000;6000;Right
Jefferson Santos;Jefferson De Jesus Santos;4/14/1993;25;193.04;84.8;CDM;Brazil;70;71;1800000;5000;Right
F. Deli;Francesco Deli;7/17/1994;24;182.88;77.1;CM;Italy;70;75;2300000;2000;Left
C. Dunkley;Chey Dunkley;2/13/1992;27;187.96;84.8;CB;England;70;72;1800000;26000;Right
A. Kara;Aytaç Kara;3/23/1993;25;185.42;83.9;CM,CDM;Turkey;70;73;2200000;10000;Right
C. Vilches;Christian Alberto Vilches González;7/13/1983;35;182.88;78;CB;Chile;70;70;550000;2000;Right
N. Brighenti;Nicolò Brighenti;8/1/1989;29;152.4;74.8;CB,RB;Italy;70;70;1400000;9000;Right
A. Uchida;内田 篤人;3/27/1988;30;175.26;69.9;RB,RWB;Japan;70;70;1300000;7000;Right
Y. Kalfa;Youssef Kalfa;5/14/1993;25;175.26;73;RM,CAM;Syria;70;72;2200000;11000;Right
J. Mosquera;John Edison Mosquera Rebolledo;5/8/1990;28;185.42;78;LM,LW;Colombia;70;70;1800000;2000;Left
M. Eriksson;Magnus Eriksson;4/8/1990;28;152.4;82.1;RM;Sweden;70;70;1800000;5000;Left
J. Worrall;Joe Worrall;1/10/1997;22;190.5;89.8;CB;England;70;81;2700000;17000;Right
Rubén;Rubén Iván Martínez Andrade;6/22/1984;34;187.96;81.2;GK;Spain;70;70;725000;5000;Right
Rodrigo Pinho;Rodrigo Cunha Pereira de Pinho;5/30/1991;27;185.42;78.9;ST;Brazil;70;70;1900000;7000;Left
G. Celis;Guillermo León Celis Montiel;5/8/1993;25;152.4;73;CDM,CM;Colombia;70;73;1900000;5000;Right
R. Leeuwin;Ramon Leeuwin;9/1/1987;31;187.96;76.2;CB;Netherlands;70;70;1300000;7000;Right
P. Schobesberger;Philipp Schobesberger;12/10/1993;25;175.26;64;LM,RM,CF;Austria;70;73;2300000;9000;Right
J. Swift;John Swift;6/23/1995;23;182.88;73;CAM,CM;England;70;75;2400000;16000;Right
L. Thy;Lennart Thy;2/25/1992;27;182.88;78;ST;Germany;70;71;2100000;7000;Right
K. Rosenberry;Keegan Rosenberry;12/11/1993;25;172.72;73;RB;United States;70;75;2000000;4000;Right
R. Aarons;Rolando Aarons;11/16/1995;23;152.4;76.2;LM;England;70;77;2500000;21000;Left
Alfonso Herrero;Alfonso Herrero Peinador;4/21/1994;24;182.88;83;GK;Spain;70;76;1800000;4000;Right
G. Alcoba;Gerardo Alcoba;11/25/1984;34;182.88;83;CB;Uruguay;70;70;725000;8000;Right
L. Baker;Lewis Baker;4/25/1995;23;182.88;72.1;CM,CAM;England;70;77;2500000;16000;Right
P. Wszołek;Paweł Wszołek;4/30/1992;26;185.42;77.1;RM,RWB;Poland;70;70;1900000;6000;Right
J. McEachran;Josh McEachran;3/1/1993;26;152.4;64.9;CM,CDM;England;70;73;2200000;22000;Left
A. Bjelica;Aleksandar Bjelica;1/7/1994;25;182.88;81.2;LM,LWB,LB;Serbia;70;72;2200000;8000;Left
J. Pearce;Jason Pearce;12/6/1987;31;185.42;71.2;CB;England;70;70;1300000;7000;Left
B. Cortés;Brayan Cortés;5/29/1995;23;185.42;78.9;GK;Chile;70;80;2200000;3000;Right
R. Wolski;Rafał Wolski;11/10/1992;26;154.94;69.9;CAM,CM,CF,RM;Poland;70;73;2200000;5000;Right
Juan Muñoz;Juan Muñoz Muñoz;11/12/1995;23;187.96;78;ST;Spain;70;76;2500000;6000;Right
E. Rolón;Esteban Rolón;3/25/1995;23;152.4;73.9;CDM,CM,LM;Argentina;70;76;2100000;5000;Right
J. Berthomier;Jason Berthomier;1/6/1990;29;152.4;73.9;LM,CM,CAM;France;70;70;1800000;5000;Left
J. Angulo;Juan Camilo Angulo Villegas;8/26/1988;30;154.94;72.1;RB;Colombia;70;70;1300000;2000;Right
G. Pegolo;Gianluca Pegolo;3/25/1981;37;182.88;76.2;GK;Italy;70;70;120000;12000;Left
Ansel Barnisco;Anselmo Túlio Marques Barni;2/29/1988;31;182.88;82.1;CDM,CM,RM;Brazil;70;70;1300000;11000;Right
H. Quiñones;Héctor Andrés Quiñónes Cortés;3/17/1992;26;152.4;69.9;LB,LW;Colombia;70;71;1700000;2000;Left
Nono;David González Plata;5/28/1991;27;170.18;63;LM,CAM;Spain;70;70;1900000;6000;Right
Miguel Luís;Miguel Mariz Luís;2/27/1999;20;152.4;73;CM;Portugal;70;85;3800000;4000;Right
J. Busk;Jakob Busk;9/12/1993;25;187.96;78;GK;Denmark;70;75;1700000;10000;Right
A. Stevanovic;Alen Stevanović;1/7/1991;28;154.94;73.9;LW,RW,RM;Serbia;70;70;1900000;5000;Right
C. Oliva;Christian Oliva;6/1/1996;22;152.4;77.1;CM;Uruguay;70;78;2600000;15000;Right
D. Zuma;Dumisani Zuma;5/22/1995;23;170.18;72.1;RW,CAM,LW;South Africa;70;77;2500000;1000;Right
O. Okwonkwo;Orji Okwonkwo;1/19/1998;21;154.94;72.1;LW,CAM;Nigeria;70;85;3900000;14000;Right
C. Auzqui;Carlos Auzqui;3/16/1991;27;154.94;73.9;RM;Argentina;70;70;1900000;12000;Right
L. Faravelli;Lorenzo Faravelli;3/29/1993;25;152.4;73;CM,CDM;Argentina;70;75;2300000;8000;Left
J. Souttar;John Souttar;9/25/1996;22;187.96;74.8;CB;Scotland;70;83;3100000;4000;Right
Bruno Nascimento;Bruno Andrade de Toledo Nascimento;5/30/1991;27;187.96;82.1;CB;Brazil;70;72;1700000;7000;Right
K. Laribi;Karim Laribi;4/20/1991;27;175.26;67.1;CM,CF,LW;Tunisia;70;70;1800000;3000;Right
J. Guerrero;José Daniel Octavio Guerrero Rodríguez;11/18/1987;31;175.26;71.2;CDM,CM,CB,RM;Mexico;70;70;1300000;27000;Right
R. Dwamena;Raphael Dwamena;9/12/1995;23;185.42;81.2;ST,RW;Ghana;70;79;2800000;12000;Left
B. Tekpetey;Bernard Tekpetey;9/3/1997;21;172.72;68.9;RM,ST,LM;Ghana;70;79;2800000;6000;Right
D. Hoesen;Danny Hoesen;1/15/1991;28;185.42;81.2;ST;Netherlands;70;70;1900000;5000;Right
T. Necid;Tomáš  Necid;8/13/1989;29;190.5;83.9;ST;Czech Republic;70;70;1800000;7000;Right
M. Bero;Matúš Bero;9/6/1995;23;154.94;81.2;CAM;Slovakia;70;78;2600000;7000;Right
Allan Ardaújo;Allan Norberto Ardaújo Alves;2/29/1988;31;152.4;74.8;CAM;Brazil;70;70;1700000;10000;Right
B. Schenkeveld;Bart Schenkeveld;8/28/1991;27;185.42;83;CB;Netherlands;70;72;1800000;7000;Right
J. Kirchhoff;Jan Kirchhoff;10/1/1990;28;195.58;89.8;CDM,CB;Germany;70;71;1700000;8000;Right
Aridane;Aridane Hernández Umpiérrez;3/23/1989;29;185.42;77.1;CB;Spain;70;71;1600000;6000;Right
M. Volta;Massimo Volta;5/14/1987;31;182.88;78;CB;Italy;70;70;1200000;3000;Right
E. Seka;Ernest Seka;6/22/1987;31;185.42;83.9;CB,LB;Guinea;70;70;1200000;4000;Right
Y. Kobayashi;小林 祐希;4/24/1992;26;182.88;72.1;CM,CDM;Japan;70;72;2100000;6000;Left
N. Fernández;Nereo Ariel Fernández;4/13/1979;39;195.58;84.8;GK;Argentina;70;70;120000;4000;Right
D. Jevtić;Darko Jevtić;2/8/1993;26;182.88;74.8;CAM,RM;Switzerland;70;72;2200000;6000;Left
D. Antolić;Domagoj Antolić;6/30/1990;28;154.94;73;CM,CDM;Croatia;70;70;1800000;7000;Right
D. Opare;Daniel Tawiah Opare;10/18/1990;28;175.26;73.9;RB,CDM,RWB;Ghana;70;70;1500000;7000;Right
J. Makengo;Jean-Victor Makengo;6/12/1998;20;152.4;74.8;CM;France;70;80;2800000;12000;Left
N. Leyes;Nery Leyes;9/5/1989;29;154.94;78;CDM,CM;Argentina;70;70;1400000;7000;Right
D. Fletcher;Darren  Fletcher;2/1/1984;35;182.88;83;CM,CDM;Scotland;70;70;875000;23000;Right
V. Sarı;Veysel Sarı;7/25/1988;30;182.88;76.2;CB,RB;Turkey;70;70;1400000;8000;Right
A. Elmohamady;Ahmed Eissa  El Mohamady Abdel Fattah;9/9/1987;31;182.88;78;RB,RM;Egypt;70;70;1300000;10000;Right
A. Ábalos;Alfredo Ábalos;3/17/1986;32;165.1;67.1;CAM,RM,LM;Argentina;70;70;1400000;2000;Right
R. Ziegler;Reto Ziegler;1/16/1986;33;182.88;79.8;CB,LB;Switzerland;70;70;1000000;5000;Left
David Fernández;David Fernández Cortázar;4/6/1985;33;185.42;81.2;CB;Spain;70;70;725000;6000;Right
Akapo;Carlos Akapo Martínez;3/12/1993;25;152.4;76.2;RB,LB,RWB,LWB;Equatorial Guinea;70;75;2000000;11000;Right
C. Ascues;Carlos Ascues;6/19/1992;26;187.96;78;CB,CDM;Peru;70;75;2000000;5000;Right
M. Barrow;Modou Barrow;10/13/1992;26;175.26;63;LM,LW;Gambia;70;71;2100000;18000;Left
M. Falzerano;Marcello Falzerano;4/12/1991;27;167.64;68;CM,RW;Italy;70;71;2000000;3000;Right
F. González;Federico Rafael González;1/6/1987;32;152.4;78;ST;Argentina;70;70;1600000;10000;Right
W. Faes;Wout Faes;4/3/1998;20;185.42;81.2;CB,CDM;Belgium;70;79;2400000;6000;Right
S. Kerk;Sebastian Kerk;4/17/1994;24;182.88;76.2;LM,RM,CAM;Germany;70;74;2300000;12000;Left
F. Tabanou;Franck Tabanou;1/30/1989;30;152.4;77.1;LB,LWB;France;70;70;1300000;12000;Left
M. Yattara;Mohamed Lamine Yattara;7/28/1993;25;185.42;78.9;ST;Guinea;70;74;2400000;5000;Right
A. Dona Ndoh;Ande Dona N'Doh;5/22/1986;32;185.42;79.8;ST;Cameroon;70;70;1400000;5000;Right
L. Trałka;Łukasz Trałka;5/11/1984;34;185.42;77.1;CDM;Poland;70;70;550000;6000;Right
D. Appiah;Dennis Appiah;6/9/1992;26;175.26;77.1;RB,RM;France;70;71;1700000;10000;Right
Manu Vallejo;Manuel Vallejo Galván;2/14/1997;22;167.64;62.1;LM,ST,CAM;Spain;70;82;3200000;13000;Right
Gerard Valentín;Gerard Valentín Sancho;7/28/1993;25;175.26;73.9;RB,RM;Spain;70;75;2000000;5000;Right
E. Rakip;Erdal Rakip;2/13/1996;23;152.4;73;CM,RM;Sweden;70;78;2600000;4000;Right
M. Liendl;Michael Liendl;10/25/1985;33;175.26;73.9;CM,CAM,CDM;Austria;70;70;1300000;8000;Left
J. Sánchez;Jorge Sánchez;12/10/1997;21;175.26;71.2;LB,RB;Mexico;70;77;2100000;19000;Right
P. Pentke;Philipp Pentke;5/1/1985;33;190.5;84.8;GK;Germany;70;70;900000;5000;Right
A. Lukimya;Assani Lukimya-Mulongoti;1/25/1986;33;190.5;88.9;CB;DR Congo;70;70;1000000;5000;Right
F. Platte;Felix Platte;2/11/1996;23;190.5;86.2;ST;Germany;70;77;2500000;11000;Right
N. Aguirre;Nicolás Aguirre;7/27/1990;28;154.94;78;CM,CDM;Argentina;70;70;1800000;6000;Left
G. Mackay-Steven;Gary Mackay-Steven;8/31/1990;28;172.72;69.9;RM,LM;Scotland;70;70;1900000;5000;Left
D. González;David González;7/20/1982;36;193.04;83.9;GK;Colombia;70;70;425000;1000;Right
D. Cabrera;David Cabrera Pujol;9/7/1989;29;154.94;76.2;CM,CDM;Mexico;70;70;1800000;12000;Left
Lee Keun Ho;이근호 李根镐;4/11/1985;33;175.26;73.9;ST,RW;Korea Republic;70;70;1100000;6000;Left
C. Ramirez;Christian Ramirez;4/4/1991;27;187.96;84.8;ST;United States;70;71;2100000;5000;Right
J. Lefort;Jordan Lefort;8/9/1993;25;182.88;83;LB,CB;France;70;75;2000000;8000;Left
H. Nielsen;Håvard Kallevik Nielsen;7/15/1993;25;187.96;79.8;ST,CAM;Norway;70;73;2300000;15000;Right
M. Lehmann;Matthias Lehmann;5/28/1983;35;152.4;74.8;CDM;Germany;70;70;425000;8000;Right
A. Balzano;Antonio Balzano;6/13/1986;32;175.26;73.9;RB,RM;Italy;70;70;975000;3000;Right
T. Kristensen;Thomas  Fauerskov Kristensen;4/17/1983;35;187.96;78.9;CDM,CM;Denmark;70;70;425000;3000;Right
F. Álvarez;Fabio Enrique Álvarez;1/23/1993;26;182.88;69.9;CAM,CM,LM;Argentina;70;73;2200000;7000;Right
J. Bokila;Jeremy Bokila;11/14/1988;30;187.96;81.2;ST;DR Congo;70;70;1800000;12000;Left
Carlos Gutiérrez;Carlos Gutiérrez González;11/4/1991;27;193.04;82.1;CB;Spain;70;71;1700000;6000;Right
S. Vergini;Santiago Vergini;8/3/1988;30;190.5;83;CB;Argentina;70;70;1400000;10000;Right
E. Falkenburg;Erik Falkenburg;5/5/1988;30;187.96;83.9;ST;Netherlands;70;70;1700000;6000;Right
Y. Kakitani;柿谷 曜一朗;1/3/1990;29;152.4;68;ST,LM;Japan;70;70;1800000;6000;Right
S. Popov;Strahil Venkov Popov;8/31/1990;28;185.42;77.1;RB;Bulgaria;70;70;1500000;8000;Right
E. Blanco;Elkin Blanco Rivas;9/5/1989;29;152.4;78.9;CDM;Colombia;70;70;1400000;1000;Right
S. Ameobi;Sammy Ameobi;5/1/1992;26;193.04;78;RM,LM,RW;England;70;71;2100000;7000;Left
A. Malarz;Arkadiusz Malarz;6/19/1980;38;187.96;86.2;GK;Poland;70;70;120000;3000;Right
Jairo Farnias;Jairo Ralph Farnias Almeida;2/29/1988;31;152.4;76.2;GK;Brazil;70;70;1100000;11000;Left
Lourival Dinisco;Lourival Adnan Diniz Prazeres;2/29/1988;31;187.96;84.8;CB;Brazil;70;70;1300000;11000;Right
M. Kelemen;Marián Kelemen;12/7/1979;39;187.96;83.9;GK;Slovakia;70;70;120000;3000;Left
M. Saito;齋藤 学;4/4/1990;28;170.18;68;LM,RM;Japan;70;70;1800000;6000;Right
O. Kemen;Olivier Kemen;7/20/1996;22;152.4;78;CM,CDM;France;70;79;2700000;21000;Right
F. Schnellhardt;Fabian Schnellhardt;1/12/1994;25;154.94;74.8;CM,CDM,CAM;Germany;70;74;2300000;5000;Left
Kim Bo Kyung;김보경 金甫炅;10/6/1989;29;152.4;73;CM,CAM;Korea Republic;70;70;1800000;7000;Left
V. Kadlec;Václav Kadlec;5/20/1992;26;154.94;76.2;ST,RW,LW;Czech Republic;70;72;2200000;1000;Right
João Lucas;João Paulo Lázaro Lucas;1/15/1996;23;154.94;66.2;LB;Portugal;70;74;1900000;3000;Left
J. Williams;Joe Williams;12/8/1996;22;185.42;68;CDM,CM;England;70;79;2400000;27000;Right
C. Higuita;Cristian Andrés Higuita Beltrán;1/12/1994;25;175.26;79.8;CDM,CM;Colombia;70;77;2100000;4000;Right
V. Angulo;Vinicio César Angulo Pata;8/1/1988;30;185.42;78;ST;Ecuador;70;70;1800000;18000;Right
M. Sampirisi;Mario Sampirisi;10/31/1992;26;187.96;74.8;CB,RB;Italy;70;71;1800000;3000;Right
B. Leroy;Benjamin Leroy;4/7/1989;29;182.88;73.9;GK;France;70;71;1400000;4000;Right
G. Þórarinsson;Guðmundur Þórarinsson;4/15/1992;26;182.88;74.8;LWB,LM;Iceland;70;71;1700000;4000;Left
Luiz Antônio;Luiz Antônio de Souza Soares;3/11/1991;27;182.88;77.1;CDM,CM,RM;Brazil;70;70;1500000;16000;Right
F. Ogier;Florent Ogier;3/21/1989;29;182.88;73;CB;France;70;70;1400000;4000;Right
B. Parker;Bernard Parker;3/16/1986;32;170.18;64.9;CF,ST,LM,CAM;South Africa;70;70;1400000;1000;Left
A. Canelo;Alexis Pedro Canelo;2/3/1992;27;154.94;83;ST,LM;Argentina;70;71;2100000;14000;Left
U. Hünemeier;Uwe Hünemeier;1/9/1986;33;187.96;84.8;CB;Germany;70;70;1000000;7000;Right
L. Figueroa;Luis Pedro Figueroa Sepúlveda;5/14/1983;35;152.4;77.1;RM,RB,RW;Chile;70;70;775000;2000;Right
F. Bradarić;Filip Bradarić;1/11/1992;27;185.42;77.1;CM,CDM;Croatia;70;70;1900000;17000;Right
D. Geiger;Dennis Geiger;6/10/1998;20;172.72;64.9;CM;Germany;70;84;3900000;13000;Right
Han Chan Hee;한찬희 韩赞熙;3/17/1997;21;154.94;72.1;CM,CAM;Korea Republic;70;75;2400000;4000;Right
Luís Machado;Luís Miguel Vieira Machado;11/4/1992;26;167.64;62.1;LM,RM;Portugal;70;71;2100000;7000;Right
Ewandro;Ewandro Felipe de Lima Costa;3/15/1996;22;175.26;67.1;RM,LM,CAM;Brazil;70;79;2700000;12000;Left
V. Ibarbo;Segundo Víctor Ibarbo Guerrero;5/19/1990;28;187.96;78.9;ST,RW;Colombia;70;70;1800000;4000;Right
B. Corgnet;Benjamin Corgnet;4/6/1987;31;152.4;73;CAM,CM;France;70;70;1600000;11000;Right
Lombán;David Rodríguez Lombán;6/5/1987;31;185.42;78.9;CB;Spain;70;70;1200000;6000;Right
R. Riou;Rémy Riou;8/6/1987;31;187.96;81.2;GK;France;70;70;1100000;6000;Right
D. Batallini;Damián Batallini;6/24/1996;22;175.26;73.9;LM,LW,RW;Argentina;70;78;2600000;7000;Left
Barbosaldinho;Luciano Renato Barbosa Baumer;2/29/1988;31;185.42;82.1;CB,RB;Brazil;70;70;1300000;9000;Right
J. Valenzuela;Juan Carlos Valenzuela Hernández;5/15/1984;34;152.4;77.1;CB;Mexico;70;70;550000;11000;Right
F. Torijano;Fáiner Torijano Cano;8/31/1988;30;182.88;73;CB;Colombia;70;70;1400000;3000;Right
H. Lansbury;Henri  Lansbury;10/12/1990;28;185.42;84.8;CM,CDM,CAM;England;70;70;1800000;11000;Right
F. Bandinelli;Filippo Bandinelli;3/29/1995;23;154.94;73.9;CM;Italy;70;78;2600000;22000;Left
D. Ousted;David Ousted;2/1/1985;34;193.04;88;GK;Denmark;70;70;900000;4000;Right
D. John;Declan John;6/30/1995;23;152.4;74.8;LB,LWB;Wales;70;78;2200000;12000;Left
A. González;Alexander David González Sibulo;9/13/1992;26;152.4;74.8;RB,RM;Venezuela;70;72;1800000;4000;Right
F. Veseli;Frédéric Veseli;11/20/1992;26;182.88;79.8;CB,RB,LB;Albania;70;74;1900000;7000;Right
D. de Buen;Diego Eduardo De Buen Juárez;7/3/1991;27;182.88;78.9;CDM,CM;Mexico;70;72;1800000;11000;Right
D. Solanke;Dominic Solanke;9/14/1997;21;187.96;79.8;ST;England;70;84;3900000;25000;Right
K. Çörekçi;Kamil Ahmet Çörekçi;2/1/1992;27;172.72;73.9;RB;Turkey;70;71;1700000;15000;Right
P. Šteinbors;Pāvels Šteinbors;9/21/1985;33;190.5;81.2;GK;Latvia;70;70;1000000;3000;Right
Jony Reitosa;Jony Allison Reitosa Ribeiro;2/29/1992;27;175.26;73.9;RB;Brazil;70;70;1500000;11000;Right
J. Cabezas;Juan David Cabezas Núñez;2/27/1991;28;182.88;78.9;CDM,CM;Colombia;70;71;1700000;5000;Right
J. Hochscheidt;Jan Hochscheidt;10/4/1987;31;154.94;83.9;CM,CAM,LM;Germany;70;70;1600000;5000;Right
G. Hendrickx;Gaëtan Hendrickx;3/30/1995;23;175.26;68.9;CDM,CM;Belgium;70;76;2100000;7000;Right
Cao Yunding;曹赟定;11/22/1989;29;172.72;69.9;LM,CAM,RM;China PR;71;71;2400000;11000;Right
I. Cofie;Isaac Cofie;9/20/1991;27;182.88;74.8;CM,CDM;Ghana;71;72;2700000;7000;Right
B. Róchez;Bryan Róchez;1/1/1995;24;182.88;81.2;ST;Honduras;71;75;3100000;8000;Right
R. Zentner;Robin Zentner;10/28/1994;24;193.04;96.2;GK;Germany;71;79;2600000;10000;Right
R. James;Reece James;12/8/1999;19;154.94;82.1;RB;England;71;85;4400000;13000;Right
R. Beerens;Roy Beerens;12/22/1987;31;172.72;63;RW;Netherlands;71;71;2200000;11000;Right
Eduardo Fonseira;Eduardo Flávio Fonseira Meire;2/29/1988;31;190.5;87.1;GK;Brazil;71;71;1500000;11000;Right
O. Govea;Omar Nicolás Govea García;1/18/1996;23;175.26;68;CDM,CM;Mexico;71;78;2800000;7000;Right
Cristian López;Cristian López Santamaría;4/27/1989;29;185.42;79.8;ST;Spain;71;71;2400000;17000;Right
M. Männel;Martin Männel;3/16/1988;30;182.88;79.8;GK;Germany;71;71;1500000;4000;Right
M. Rygaard;Mikkel Rygaard Jensen;12/25/1990;28;152.4;73;CAM,ST,CM;Denmark;71;71;2500000;10000;Left
G. Hanley;Grant Hanley;11/20/1991;27;187.96;81.2;CB;Scotland;71;72;2300000;17000;Right
J. Lynch;Joel Lynch;10/3/1987;31;185.42;81.2;CB;Wales;71;71;1800000;7000;Left
S. Colombi;Simone Colombi;7/1/1991;27;187.96;83;GK;Italy;71;71;1600000;2000;Right
P. Ševčík;Petr Ševčík;5/4/1994;24;172.72;66.2;CM,CAM;Czech Republic;71;77;3200000;1000;Right
Marco Rocha;Marco André Rocha Pereira;1/12/1987;32;182.88;83;GK;Portugal;71;71;1400000;3000;Right
Nathael Silbeira;Nathael Walter Silbeira Caeiro;2/29/1984;35;187.96;83;GK;Brazil;71;71;950000;13000;Right
A. Maitland-Niles;Ainsley Maitland-Niles;8/29/1997;21;152.4;71.2;CM,RM,LB,RB;England;71;83;4200000;38000;Right
U. Đurđević;Uroš Đurđević;3/2/1994;25;182.88;82.1;ST;Serbia;71;76;3200000;7000;Right
Y. Candelo;Yerson Candelo Miranda;2/24/1992;27;170.18;68;RM,CM,RW,CAM;Colombia;71;71;2500000;4000;Right
M. Rodriguez;Maximiliano Rodriguez;10/2/1990;28;154.94;68;CAM,LM;Uruguay;71;71;2500000;3000;Left
David Simón;David Simón Rodríguez Santana;12/31/1989;29;175.26;68;RB;Spain;71;71;1900000;7000;Right
A. Federici;Adam Federici;1/31/1985;34;187.96;89.8;GK;Australia;71;71;1200000;20000;Right
A. Ghazal;Aly Ghazal;2/1/1992;27;187.96;83.9;CDM;Egypt;71;74;2500000;8000;Right
Felipe;Felipe Aliste Lopes;8/7/1987;31;187.96;83.9;CB;Brazil;71;71;1800000;7000;Right
G. Acosta;Guillermo Gastón Acosta;10/30/1988;30;167.64;73;RM,RB,CDM,CM;Argentina;71;71;2300000;13000;Right
A. Lusamba;Arnaud Lusamba;1/4/1997;22;152.4;73.9;CAM,CM,LM;France;71;78;3400000;14000;Right
P. Terracciano;Pietro Terracciano;3/8/1990;29;193.04;78;GK;Italy;71;72;1900000;8000;Right
L. Krajnc;Luka Krajnc;9/19/1994;24;187.96;86.2;CB;Slovenia;71;73;2400000;9000;Left
T. Hemed;Tomer Hemed;5/2/1987;31;185.42;79.8;ST;Israel;71;71;2100000;30000;Right
J. Bolingi;Jonathan Bolingi Mpangi Merikani;6/30/1994;24;187.96;69.9;ST,LW;DR Congo;71;75;3100000;8000;Right
Heitinho Zanon;Heitor Edvaldo Zanon Barros;2/29/1984;35;187.96;78.9;CB,LB;Brazil;71;71;725000;8000;Left
V. Ayala;Víctor Hugo Ayala Núñez;1/1/1988;31;152.4;69.9;CDM,CM,RB;Paraguay;71;71;1800000;9000;Right
A. Ienaga;家長 昭博;6/13/1986;32;172.72;69.9;RM,CAM,ST;Japan;71;71;1800000;7000;Left
Arsénio;Arsénio Martins Lafuente Nunes;8/30/1989;29;154.94;73;RW,LW;Portugal;71;71;2400000;6000;Right
Patrick;Patrick De Oliveira Vieira;1/22/1991;28;172.72;76.2;RB,LB;Brazil;71;71;2000000;4000;Right
L. Cavanda;Luis Pedro Cavanda;1/2/1991;28;154.94;76.2;RB;Belgium;71;71;2000000;10000;Right
M. Peybernès;Mathieu Peybernès;10/21/1990;28;187.96;77.1;CB;France;71;72;2200000;6000;Right
Deivid;David Omar Rodríguez Barrera;1/27/1989;30;187.96;74.8;CB;Spain;71;71;1800000;7000;Right
K. Zohore;Kenneth Dahrup Zohorè;1/31/1994;25;193.04;96.2;ST;Denmark;71;76;3200000;27000;Left
D. Lekić;Dejan Lekić;6/7/1985;33;193.04;88;ST;Serbia;71;71;1500000;8000;Right
R. Sawyers;Romaine Sawyers;11/2/1991;27;185.42;67.1;CAM,CM;St Kitts Nevis;71;72;2800000;26000;Right
Pombaxinho;Arturo Jonaldo Pombal de Faria;2/29/1984;35;190.5;89.8;CB;Brazil;71;71;725000;8000;Right
R. Nouri;Riad Nouri;6/7/1985;33;152.4;73;LM,RM;France;71;71;1400000;5000;Right
J. Isijara;Jesús Antonio Isijara Rodríguez;9/6/1989;29;154.94;76.2;RM;Mexico;71;71;2400000;14000;Right
J. Callsen-Bracker;Jan-Ingwer Callsen-Bracker;9/23/1984;34;187.96;83.9;CB;Germany;71;71;950000;14000;Right
R. Faty;Ricardo Faty;8/4/1986;32;193.04;82.1;CDM;Senegal;71;71;1600000;13000;Right
A. Saelemaekers;Alexis Saelemaekers;6/27/1999;19;175.26;66.2;RM,RB;Belgium;71;83;4100000;6000;Right
L. Mühl;Lukas Mühl;1/27/1997;22;187.96;83;CB;Germany;71;81;3400000;10000;Right
Mano;Luís Miguel Lopes Mendes;4/9/1987;31;170.18;67.1;RB;Portugal;71;71;1600000;4000;Right
E. Calaió;Emanuele Calaió;1/8/1982;37;152.4;74.8;ST;Italy;71;71;850000;3000;Left
A. Wilkinson;Alex Wilkinson;8/13/1984;34;187.96;84.8;CB;Australia;71;71;950000;6000;Right
K. Sugimoto;杉本 健勇;11/18/1992;26;187.96;78.9;ST;Japan;71;73;2900000;9000;Right
C. Martina;Rhu-endly Martina;9/25/1989;29;185.42;77.1;RB,LB;Curacao;71;71;1900000;46000;Right
V. Angban;Victorien Angban;9/29/1996;22;154.94;74.8;CM,CDM;Ivory Coast;71;80;3600000;4000;Right
E. Remedi;Eric Remedi;6/4/1995;23;170.18;72.1;CDM,CM;Argentina;71;78;2800000;5000;Right
V. Figueroa;Víctor Alberto Figueroa;9/29/1983;35;167.64;63;LM,CAM,CM;Argentina;71;71;1200000;12000;Right
C. O'Dowda;Callum O'Dowda;4/23/1995;23;154.94;74.8;LM,RM;Republic of Ireland;71;78;3300000;23000;Left
Arroyo;Álvaro Arroyo Martínez;7/22/1988;30;154.94;76.2;CB,RB;Spain;71;71;1800000;6000;Right
A. Ríos;Andrés Ríos;8/1/1989;29;152.4;78;ST;Argentina;71;71;2400000;15000;Right
M. Jevtovic;Marko Jevtovic;7/24/1993;25;193.04;82.1;CDM;Serbia;71;76;2700000;9000;Right
S. Limbombe;Stallone Limbombe;3/26/1991;27;167.64;73.9;RW,RM;Belgium;71;71;2500000;15000;Right
