Unnamed: 0,Company Name,Location,Datum,Detail,Status Rocket," Rocket",Status Mission
4098,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Feb 03, 1963",Molniya | E-6 n†­2 (Luna 4),StatusRetired,,Failure
4099,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 04, 1963",Molniya | E-6 n†­1 (Luna 4),StatusRetired,,Failure
4100,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Dec 22, 1962",Vostok-2 | Cosmos 12,StatusRetired,,Success
4101,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Wed Dec 19, 1962",Scout X-3 | Transit-5A 1,StatusRetired,,Success
4102,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Mon Dec 17, 1962",Atlas-LV3 Agena-B | Midas 6,StatusRetired,,Failure
4103,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Sun Dec 16, 1962",Scout X-3 | Explorer 16 (S-55B),StatusRetired,,Success
4104,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Fri Dec 14, 1962",Thor DM-21 Agena-D | FTV 1156,StatusRetired,,Success
4105,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Dec 13, 1962",Delta B | Relay 1,StatusRetired,,Success
4106,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Thu Dec 13, 1962",Thor DM-21 Agena-D | Injun 3 & Others,StatusRetired,,Success
4107,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Tue Dec 04, 1962",Thor DM-21 Agena-D | FTV 1155,StatusRetired,,Success
4108,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Nov 24, 1962",Thor DM-21 Agena-B | FTV 1135,StatusRetired,,Success
4109,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Nov 11, 1962",Atlas-LV3 Agena-B | Samos 11,StatusRetired,,Success
4110,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Mon Nov 05, 1962",Thor DM-21 Agena-B | FTV 1136,StatusRetired,,Success
4111,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Nov 04, 1962",Molniya | 2MV-3 n†­1 (Mars 2),StatusRetired,,Failure
4112,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Nov 01, 1962",Molniya | Mars 1,StatusRetired,,Success
4113,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Oct 31, 1962",Thor-DM21 Ablestar | ANNA 1B,StatusRetired,,Success
4114,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Oct 27, 1962",Delta A | Explorer 15,StatusRetired,,Success
4115,US Air Force,"SLC-2W, Vandenberg AFB, California, USA","Fri Oct 26, 1962",Thor DM-21 Agena-D | STARAD,StatusRetired,,Success
4116,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Oct 25, 1962",Cosmos-2I (63S1) | 1MS #2,StatusRetired,,Failure
4117,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Oct 24, 1962",Molniya | 2MV-4 n†­1 (Mars 1),StatusRetired,,Failure
4118,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Oct 20, 1962",Cosmos-2I (63S1) | Cosmos 11,StatusRetired,,Success
4119,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Oct 18, 1962",Atlas-LV3 Agena-B | Ranger 5,StatusRetired,,Success
4120,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Oct 17, 1962",Vostok-2 | Cosmos 10,StatusRetired,,Success
4121,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Tue Oct 09, 1962",Thor DM-21 Agena-B | FTV 1134,StatusRetired,,Success
4122,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Wed Oct 03, 1962",Atlas-D Mercury | Sigma 7 (MA-8),StatusRetired,,Success
4123,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Oct 02, 1962",Delta A | Explorer 14,StatusRetired,,Success
4124,US Air Force,"SLC-2W, Vandenberg AFB, California, USA","Sat Sep 29, 1962",Thor DM-21 Agena-D | FTV 1154,StatusRetired,,Success
4125,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Sat Sep 29, 1962",Thor DM-21 Agena-B | Alouette 1 & TAVE,StatusRetired,,Success
4126,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Sep 27, 1962",Vostok-2 | Cosmos 9,StatusRetired,,Success
4127,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Sep 18, 1962",Thor DM-19 Delta | TIROS-6,StatusRetired,,Success
4128,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Mon Sep 17, 1962",Thor DM-21 Agena-B | FTV 1133 & ERS-2,StatusRetired,,Success
4129,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 12, 1962",Molniya | 2MV-2 n†­1 (Venera 2),StatusRetired,,Failure
4130,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Sat Sep 01, 1962",Thor DM-21 Agena-B | FTV 1132,StatusRetired,,Success
4131,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Sep 01, 1962",Molniya | 2MV-1 n†­2 (Venera 2),StatusRetired,,Failure
4132,US Air Force,"SLC-2W, Vandenberg AFB, California, USA","Wed Aug 29, 1962",Thor DM-21 Agena-D | FTV 1153,StatusRetired,,Success
4133,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Mon Aug 27, 1962",Atlas-LV3 Agena-B | Mariner 2,StatusRetired,,Success
4134,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 25, 1962",Molniya | 2MV-1 n†­1 (Venera 2),StatusRetired,,Failure
4135,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Thu Aug 23, 1962",Scout X-2M | DSAP-1 F2 (Program 35),StatusRetired,,Success
4136,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Aug 18, 1962",Cosmos-2I (63S1) | Cosmos 8,StatusRetired,,Success
4137,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Aug 12, 1962",Vostok | Vostok 4,StatusRetired,,Success
4138,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 11, 1962",Vostok | Vostok 3,StatusRetired,,Success
4139,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Aug 05, 1962",Atlas-LV3 Agena-B | Samos 10,StatusRetired,,Success
4140,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Thu Aug 02, 1962",Thor DM-21 Agena-D | FTV 1152,StatusRetired,,Success
4141,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Jul 28, 1962",Vostok-2 | Cosmos 7,StatusRetired,,Success
4142,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Jul 28, 1962",Thor DM-21 Agena-B | FTV 1131,StatusRetired,,Success
4143,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sun Jul 22, 1962",Atlas-LV3 Agena-B | Mariner 1,StatusRetired,,Failure
4144,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Sat Jul 21, 1962",Thor DM-21 Agena-B | FTV 1130,StatusRetired,,Success
4145,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Wed Jul 18, 1962",Atlas-LV3 Agena-B | Samos 9,StatusRetired,,Success
4146,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Jul 10, 1962",Thor DM-19 Delta | Telstar 1,StatusRetired,,Success
4147,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Jun 30, 1962",Cosmos-2I (63S1) | Cosmos 6,StatusRetired,,Success
4148,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Thu Jun 28, 1962",Thor DM-21 Agena-D | FTV 1151,StatusRetired,,Success
4149,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Jun 23, 1962",Thor DM-21 Agena-B | FTV 1129,StatusRetired,,Success
4150,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Jun 19, 1962",Thor DM-19 Delta | TIROS-5,StatusRetired,,Success
4151,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Mon Jun 18, 1962",Thor DM-21 Agena-B | FTV 2312,StatusRetired,,Success
4152,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Jun 17, 1962",Atlas-LV3 Agena-B | Samos 8,StatusRetired,,Success
4153,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Jun 02, 1962",Thor-DM18 Agena-A | FTV 1127 & Oscar 2,StatusRetired,,Success
4154,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 01, 1962",Vostok-2 | Zenit-2 n†­3,StatusRetired,,Failure
4155,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Wed May 30, 1962",Thor DM-21 Agena-B | FTV 1128,StatusRetired,,Success
4156,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Mon May 28, 1962",Cosmos-2I (63S1) | Cosmos 5,StatusRetired,,Success
4157,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Thu May 24, 1962",Atlas-D Mercury | Aurora 7 (MA-7),StatusRetired,,Success
4158,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Thu May 24, 1962",Scout X-2M | DSAP-1 F1 (Program 35),StatusRetired,,Failure
4159,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Tue May 15, 1962",Thor DM-21 Agena-B | FTV 1126,StatusRetired,,Success
4160,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu May 10, 1962",Thor-DM21 Ablestar | ANNA 1A,StatusRetired,,Failure
4161,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue May 08, 1962",Atlas-LV3C Centaur-A | AC-1 (Test Vehicle),StatusRetired,,Failure
4162,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sun Apr 29, 1962",Thor DM-21 Agena-B | FTV 1125,StatusRetired,,Success
4163,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Thu Apr 26, 1962",Atlas-LV3 Agena-B | Samos 7,StatusRetired,,Success
4164,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Apr 26, 1962",Thor DM-19 Delta | Ariel 1,StatusRetired,,Success
4165,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Thu Apr 26, 1962",Scout X-2 | Solrad 4B,StatusRetired,,Failure
4166,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Apr 26, 1962",Vostok | Cosmos 4,StatusRetired,,Success
4167,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Tue Apr 24, 1962",Cosmos-2I (63S1) | Cosmos 3,StatusRetired,,Success
4168,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Mon Apr 23, 1962",Atlas-LV3 Agena-B | Ranger 4,StatusRetired,,Success
4169,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Wed Apr 18, 1962",Thor DM-21 Agena-B | Discoverer 39,StatusRetired,,Success
4170,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Mon Apr 09, 1962",Atlas-LV3 Agena-B | Midas 5,StatusRetired,,Success
4171,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Fri Apr 06, 1962",Cosmos-2I (63S1) | Cosmos 2,StatusRetired,,Success
4172,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Fri Mar 16, 1962",Cosmos-2I (63S1) | Cosmos 1,StatusRetired,,Success
4173,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Mar 07, 1962",Atlas-LV3 Agena-B | Samos 6,StatusRetired,,Success
4174,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Mar 07, 1962",Thor DM-19 Delta | OSO-1,StatusRetired,,Success
4175,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Tue Feb 27, 1962",Thor DM-21 Agena-B | Discoverer 38,StatusRetired,,Success
4176,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Wed Feb 21, 1962",Thor DM-21 Agena-B | FTV 2301,StatusRetired,,Partial Failure
4177,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Tue Feb 20, 1962",Atlas-D Mercury | Friendship 7 (MA-6),StatusRetired,,Success
4178,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Feb 08, 1962",Thor DM-19 Delta | TIROS-4,StatusRetired,,Success
4179,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Fri Jan 26, 1962",Atlas-LV3 Agena-B | Ranger 3,StatusRetired,,Partial Failure
4180,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jan 24, 1962",Thor-DM21 Ablestar | LOFTI-2A & Others,StatusRetired,,Failure
4181,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Sat Jan 13, 1962",Thor DM-21 Agena-B | Discoverer 37,StatusRetired,,Failure
4182,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Dec 22, 1961",Atlas-LV3 Agena-B | Samos 5,StatusRetired,,Partial Failure
4183,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Dec 21, 1961",Cosmos-2I (63S1) | DS-1 2,StatusRetired,,Failure
4184,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Tue Dec 12, 1961",Thor DM-21 Agena-B | Discoverer 36 & Oscar 1,StatusRetired,,Success
4185,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Dec 11, 1961",Vostok | Zenit-2 n†­1,StatusRetired,,Failure
4186,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Wed Nov 29, 1961",Atlas-D Mercury | Mercury-Atlas 5 (MA-5),StatusRetired,,Success
4187,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Wed Nov 22, 1961",Atlas-LV3 Agena-B | Samos 4,StatusRetired,,Failure
4188,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sat Nov 18, 1961",Atlas-LV3 Agena-B | Ranger 2,StatusRetired,,Failure
4189,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Nov 15, 1961",Thor-DM21 Ablestar | Transit 4B & TRAAC,StatusRetired,,Success
4190,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Nov 15, 1961",Thor DM-21 Agena-B | Discoverer 35,StatusRetired,,Success
4191,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Sun Nov 05, 1961",Thor DM-21 Agena-B | Discoverer 34,StatusRetired,,Failure
4192,NASA,"LC-18B, Cape Canaveral AFS, Florida, USA","Wed Nov 01, 1961",Blue Scout II | Mercury-Scout 1 (MS-1),StatusRetired,,Failure
4193,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Fri Oct 27, 1961",Cosmos-2I (63S1) | DS-1 1,StatusRetired,,Failure
4194,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Mon Oct 23, 1961",Thor DM-21 Agena-B | Discoverer 33,StatusRetired,,Failure
4195,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat Oct 21, 1961",Atlas-LV3 Agena-B | Midas 4,StatusRetired,,Partial Failure
4196,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Fri Oct 13, 1961",Thor DM-21 Agena-B | Discoverer 32,StatusRetired,,Success
4197,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Sun Sep 17, 1961",Thor DM-21 Agena-B | Discoverer 31,StatusRetired,,Success
4198,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Wed Sep 13, 1961",Atlas-D Mercury | Mercury-Atlas 4 (MA-4),StatusRetired,,Success
4199,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Tue Sep 12, 1961",Thor DM-21 Agena-B | Discoverer 30,StatusRetired,,Success
4200,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sat Sep 09, 1961",Atlas-LV3 Agena-B | Samos 3,StatusRetired,,Failure
4201,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Aug 30, 1961",Thor DM-21 Agena-B | Discoverer 29,StatusRetired,,Success
4202,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Fri Aug 25, 1961",Scout X-1 | Explorer 13,StatusRetired,,Partial Failure
4203,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Wed Aug 23, 1961",Atlas-LV3 Agena-B | Ranger 1,StatusRetired,,Failure
4204,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Aug 16, 1961",Thor DM-19 Delta | Explorer 12,StatusRetired,,Success
4205,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Aug 06, 1961",Vostok | Vostok 2,StatusRetired,,Success
4206,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Fri Aug 04, 1961",Thor DM-21 Agena-B | Discoverer 28,StatusRetired,,Failure
4207,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Fri Jul 21, 1961",Thor DM-21 Agena-B | Discoverer 27,StatusRetired,,Failure
4208,NASA,"LC-5, Cape Canaveral AFS, Florida, USA","Fri Jul 21, 1961",Mercury-Redstone | Liberty Bell 7 (MR-4),StatusRetired,,Success
4209,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Jul 12, 1961",Atlas-LV3 Agena-B | Midas 3,StatusRetired,,Success
4210,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Jul 12, 1961",Thor DM-19 Delta | TIROS-3,StatusRetired,,Success
4211,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Fri Jul 07, 1961",Thor DM-21 Agena-B | Discoverer 26,StatusRetired,,Success
4212,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Fri Jun 30, 1961",Scout X-1 | Explorer (S-55),StatusRetired,,Failure
4213,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Jun 29, 1961","Thor-DM21 Ablestar | Transit 4A, Injun 1 & GRAB-3",StatusRetired,,Success
4214,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","Fri Jun 16, 1961",Thor DM-21 Agena-B | Discoverer 25,StatusRetired,,Success
4215,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Thu Jun 08, 1961",Thor DM-21 Agena-B | Discoverer 24,StatusRetired,,Failure
4216,NASA,"LC-5, Cape Canaveral AFS, Florida, USA","Fri May 05, 1961",Mercury-Redstone | Freedom 7 (MR-3),StatusRetired,,Success
4217,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Tue Apr 25, 1961",Atlas-D Mercury | Mercury-Atlas 3 (MA-3),StatusRetired,,Failure
4218,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Apr 12, 1961",Vostok | Vostok 1,StatusRetired,,Success
4219,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Sat Apr 08, 1961",Thor DM-21 Agena-B | Discoverer 23,StatusRetired,,Success
4220,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Thu Mar 30, 1961",Thor DM-21 Agena-B | Discoverer 22,StatusRetired,,Failure
4221,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Mar 25, 1961",Thor DM-19 Delta | Explorer 10,StatusRetired,,Success
4222,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Mar 25, 1961",Vostok | Korabl-Sputnik 5,StatusRetired,,Success
4223,NASA,"LC-5, Cape Canaveral AFS, Florida, USA","Fri Mar 24, 1961",Mercury-Redstone | Mercury-Redstone BD (MR-BD),StatusRetired,,Success
4224,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Mar 09, 1961",Vostok | Korabl-Sputnik 4,StatusRetired,,Success
4225,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Feb 22, 1961",Thor-DM21 Ablestar | Transit 3B & Lofti 1,StatusRetired,,Success
4226,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Tue Feb 21, 1961",Atlas-D Mercury | Mercury-Atlas 2 (MA-2),StatusRetired,,Success
4227,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Sat Feb 18, 1961",Thor DM-21 Agena-B | Discoverer 21,StatusRetired,,Success
4228,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Fri Feb 17, 1961",Thor DM-21 Agena-B | Discoverer 20,StatusRetired,,Success
4229,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Thu Feb 16, 1961",Scout X-1 | Explorer 9 (S-56A),StatusRetired,,Success
4230,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Feb 12, 1961",Molniya | Venera 1,StatusRetired,,Success
4231,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Feb 04, 1961",Molniya | 1VA n†­1 (Venera 1),StatusRetired,,Failure
4232,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Jan 31, 1961",Atlas-LV3 Agena-A | Samos 2,StatusRetired,,Success
4233,NASA,"LC-5, Cape Canaveral AFS, Florida, USA","Tue Jan 31, 1961",Mercury-Redstone | Mercury-Redstone 2 (MR-2),StatusRetired,,Success
4234,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 22, 1960",Vostok | 1K n†­5 (Korabl-Sputnik 3),StatusRetired,,Failure
4235,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Tue Dec 20, 1960",Thor DM-21 Agena-B | Discoverer 19,StatusRetired,,Success
4236,NASA,"LC-5, Cape Canaveral AFS, Florida, USA","Mon Dec 19, 1960",Mercury-Redstone | Mercury-Redstone 1A (MR-1A),StatusRetired,,Success
4237,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Dec 15, 1960",Atlas-D Able | Pioneer P-31,StatusRetired,,Failure
4238,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Dec 07, 1960",Thor DM-21 Agena-B | Discoverer 18,StatusRetired,,Success
4239,NASA,"LA-3, Wallops Flight Facility, Virginia, USA","Sun Dec 04, 1960",Scout X-1 | Explorer (S-56),StatusRetired,,Failure
4240,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 01, 1960",Vostok | Korabl-Sputnik 3,StatusRetired,,Success
4241,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Nov 30, 1960",Thor-DM21 Ablestar | Transit 3A & GRAB-2,StatusRetired,,Failure
4242,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Nov 23, 1960",Thor DM-19 Delta | TIROS-2,StatusRetired,,Success
4243,NASA,"LC-5, Cape Canaveral AFS, Florida, USA","Mon Nov 21, 1960",Mercury-Redstone | Mercury-Redstone 1 (MR-1),StatusRetired,,Failure
4244,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Sat Nov 12, 1960",Thor DM-21 Agena-B | Discoverer 17,StatusRetired,,Success
4245,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Oct 26, 1960",Thor DM-21 Agena-B | Discoverer 16,StatusRetired,,Failure
4246,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 14, 1960",Molniya | 1M n†­2 (Marsnik 2),StatusRetired,,Failure
4247,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Oct 11, 1960",Atlas-LV3 Agena-A | Samos 1,StatusRetired,,Failure
4248,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 10, 1960",Molniya | 1M n†­1 (Marsnik 1),StatusRetired,,Failure
4249,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Oct 04, 1960",Thor-DM21 Ablestar | Courier 1B,StatusRetired,,Success
4250,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sun Sep 25, 1960",Atlas-D Able | Pioneer P-30,StatusRetired,,Failure
4251,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Tue Sep 13, 1960",Thor-DM18 Agena-A | Discoverer 15,StatusRetired,,Success
4252,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 19, 1960",Vostok | Korabl-Sputnik 2,StatusRetired,,Success
4253,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Aug 18, 1960",Thor-DM21 Ablestar | Courier 1A,StatusRetired,,Failure
4254,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Thu Aug 18, 1960",Thor-DM18 Agena-A | Discoverer 14,StatusRetired,,Success
4255,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Aug 12, 1960",Thor DM-19 Delta | Echo 1A,StatusRetired,,Success
4256,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Wed Aug 10, 1960",Thor-DM18 Agena-A | Discoverer 13,StatusRetired,,Success
4257,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Fri Jul 29, 1960",Atlas-D Mercury | Mercury-Atlas 1 (MA-1),StatusRetired,,Failure
4258,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jul 28, 1960",Vostok | 1K n†­2 (Korabl-Sputnik 2),StatusRetired,,Failure
4259,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","Wed Jun 29, 1960",Thor-DM18 Agena-A | Discoverer 12,StatusRetired,,Failure
4260,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jun 22, 1960",Thor-DM21 Ablestar | Transit 2A & GRAB-1,StatusRetired,,Success
4261,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Tue May 24, 1960",Atlas-LV3 Agena-A | Midas 2,StatusRetired,,Success
4262,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun May 15, 1960",Vostok | Korabl-Sputnik 1,StatusRetired,,Success
4263,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri May 13, 1960",Thor DM-19 Delta | Echo 1,StatusRetired,,Failure
4264,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Apr 16, 1960",Vostok | E-3 n†­3 (Luna-3),StatusRetired,,Failure
4265,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","Fri Apr 15, 1960",Thor-DM18 Agena-A | Discoverer 11,StatusRetired,,Success
4266,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1960",Vostok | E-3 n†­2 (Luna-3),StatusRetired,,Failure
